Global BiFI value is: 621130650.0337
O, D, V1, V2, BI, p-value, BI_Result
(21, 21), 582.4111947, 531.5615689, 288483.1361, 0.610, NS
(30, 23), 1217.956885, 509.0847896, 613105.6038, 0.350, NS
(37, 21), 886.4849355, 465.6901931, 438037.4394, 0.690, NS
(10, 3), 925.7389994, 506.2031411, 459294.4501, 0.590, NS
(29, 28), 1037.145427, 454.8041893, 517977.0488, 0.570, NS
(27, 32), 738.7954547, 466.4991164, 389784.6148, 0.010, LL
(3, 4), 861.2111612, 469.0644301, 451598.5052, 0.060, NS
(33, 6), 728.0871771, 495.1868435, 371756.7708, 0.270, NS
(9, 13), 1055.24859, 438.0441088, 509207.6240, 0.880, NS
(37, 9), 805.0720478, 536.4976813, 393243.3905, 0.730, NS
(36, 31), 913.9412218, 682.9717448, 458434.2615, 0.530, NS
(21, 7), 1280.759388, 503.305595, 679435.8610, 0.060, NS
(5, 21), 1151.919507, 348.8385283, 567985.3383, 0.610, NS
(11, 1), 807.6219924, 320.6699524, 405492.2282, 0.400, NS
(31, 32), 928.3962295, 492.3321767, 432593.0974, 1.000, NS
(2, 32), 1099.321661, 515.9165695, 543639.0742, 0.700, NS
(22, 14), 962.9864334, 459.7515963, 477771.5680, 0.560, NS
(24, 17), 1204.626467, 558.575543, 605666.0757, 0.430, NS
(30, 32), 1137.756903, 519.4429615, 566327.0635, 0.620, NS
(26, 12), 1050.785211, 647.4413309, 519024.0681, 0.700, NS
(6, 34), 905.8819181, 556.701482, 477889.1572, 0.040, LL
(27, 18), 921.2690038, 407.6837025, 448925.8431, 0.840, NS
(35, 28), 849.3647874, 503.0387364, 403062.0870, 0.940, NS
(26, 27), 900.5654922, 550.1082865, 451232.0717, 0.550, NS
(24, 2), 788.9659801, 490.1435805, 390851.0900, 0.620, NS
(25, 8), 997.9900991, 649.726034, 462443.2925, 0.980, NS
(27, 29), 1149.57503, 570.6527879, 569407.4802, 0.670, NS
(27, 7), 753.9602131, 586.5320543, 400586.6313, 0.030, LL
(6, 5), 909.1085842, 569.2582131, 470790.5013, 0.140, NS
(20, 34), 775.9201818, 447.8567515, 386363.4839, 0.550, NS
(23, 3), 1206.470392, 476.7208366, 598383.8574, 0.540, NS
(24, 15), 742.3459711, 450.2189402, 357664.5796, 0.920, NS
(7, 27), 1003.750553, 619.6205658, 506896.8615, 0.340, NS
(8, 33), 635.1849558, 458.8647736, 313652.1100, 0.520, NS
(15, 16), 850.1816351, 291.8486261, 397010.4296, 1.000, NS
(28, 3), 903.1471227, 476.4002888, 461608.0238, 0.170, NS
(6, 13), 809.8135303, 392.052219, 402612.3241, 0.540, NS
(25, 33), 874.3365961, 604.6815678, 456001.6536, 0.140, NS
(8, 22), 1284.31858, 595.8519794, 621259.4877, 0.850, NS
(23, 29), 891.9609734, 608.6162478, 442573.8503, 0.610, NS
(4, 6), 1139.172622, 547.6970162, 561301.4597, 0.690, NS
(11, 27), 971.435611, 409.9287887, 485959.0059, 0.440, NS
(23, 34), 872.7060732, 557.8653159, 453039.7826, 0.170, NS
(15, 3), 966.6519299, 462.7160297, 488924.9223, 0.440, NS
(13, 23), 978.4266328, 578.1273681, 506655.9284, 0.110, NS
(26, 21), 635.9692133, 585.1022045, 318972.0578, 0.470, NS
(16, 17), 987.6554057, 656.4172434, 466209.1322, 0.990, NS
(22, 4), 1180.435635, 461.5989881, 608005.9292, 0.200, NS
(28, 11), 1362.677148, 624.9171286, 676152.5644, 0.590, NS
(34, 32), 1044.435777, 567.4451796, 507518.8436, 0.850, NS
(24, 35), 1108.776302, 403.3559227, 550567.2531, 0.560, NS
(6, 6), 637.9069293, 518.9756738, 324489.8074, 0.380, NS
(28, 27), 1124.834036, 507.9626398, 563118.5551, 0.410, NS
(16, 5), 825.2035086, 359.3431141, 414551.5008, 0.450, NS
(34, 7), 977.5739555, 548.3029016, 511392.7234, 0.010, HH
(16, 11), 1046.745792, 434.1268662, 526550.7654, 0.420, NS
(35, 2), 1151.142099, 494.463068, 551026.4688, 0.940, NS
(3, 27), 765.4165698, 540.5780988, 385857.0990, 0.440, NS
(7, 31), 764.2808, 524.0215405, 408522.4918, 0.000, NS
(6, 28), 1046.783852, 310.447593, 541076.9639, 0.100, NS
(16, 31), 919.4723913, 569.2294209, 453505.9801, 0.710, NS
(36, 19), 813.886792, 369.777975, 410947.9246, 0.360, NS
(3, 26), 1234.042057, 708.9382977, 627748.6497, 0.290, NS
(21, 6), 1208.567244, 680.2632253, 609598.5423, 0.420, NS
(25, 15), 1240.293319, 476.1119002, 578350.3591, 0.980, NS
(25, 20), 904.3673204, 569.2028208, 426008.8848, 0.910, NS
(37, 14), 904.6811688, 486.1684091, 453771.3491, 0.450, NS
(25, 3), 783.5188276, 390.1143444, 388415.3119, 0.510, NS
(31, 25), 1315.589955, 608.7022486, 665721.7741, 0.360, NS
(21, 36), 800.7893203, 510.9216351, 381364.6628, 0.890, NS
(14, 26), 1181.099051, 531.6464463, 616567.9547, 0.090, NS
(27, 22), 1102.562113, 527.9810434, 554432.9103, 0.440, NS
(8, 32), 1080.096549, 523.6192508, 540239.7185, 0.520, NS
(10, 22), 1053.961186, 376.7485464, 541171.2235, 0.120, NS
(2, 24), 876.8347694, 543.5327527, 432718.8288, 0.610, NS
(26, 29), 905.8719925, 463.0394827, 448185.3361, 0.590, NS
(30, 11), 1117.529631, 359.4769272, 558311.1741, 0.500, NS
(31, 21), 1232.728199, 601.4076718, 622237.7570, 0.330, NS
(22, 28), 1254.897385, 439.0025614, 622767.9876, 0.700, NS
(26, 9), 987.6728985, 639.5823801, 476578.2452, 0.880, NS
(37, 10), 1582.374488, 510.2536064, 784588.1224, 0.540, NS
(27, 33), 1432.506165, 580.9629267, 747452.2777, 0.060, NS
(29, 36), 1031.953817, 434.8661421, 529689.6503, 0.240, NS
(20, 36), 757.3889861, 297.5204021, 364808.4923, 0.840, NS
(32, 31), 958.4128229, 505.6663879, 500066.3636, 0.040, HH
(2, 34), 671.6624535, 470.8149009, 323550.4421, 0.870, NS
(22, 6), 1259.453188, 539.1596094, 631152.9551, 0.580, NS
(15, 30), 1048.045483, 420.6524732, 496140.3385, 0.960, NS
(25, 18), 772.6242486, 599.3811047, 367447.1926, 0.950, NS
(31, 19), 845.4723732, 645.3729217, 402903.3406, 0.880, NS
(37, 30), 1091.17081, 679.0664616, 550179.0313, 0.380, NS
(33, 10), 1563.508707, 540.1603666, 790539.7158, 0.350, NS
(16, 32), 1026.637416, 410.4583771, 498790.8639, 0.830, NS
(10, 19), 883.7669843, 639.393746, 456240.0181, 0.150, NS
(26, 3), 1389.369572, 598.8191372, 710933.6824, 0.270, NS
(3, 31), 1115.124807, 652.9997398, 571311.1471, 0.260, NS
(34, 6), 972.6474748, 493.7482538, 493967.0021, 0.330, NS
(13, 19), 689.9770724, 593.4468976, 346425.4545, 0.450, NS
(13, 3), 1367.636719, 522.7880164, 678601.2434, 0.590, NS
(36, 27), 762.7570833, 439.2021923, 386051.9974, 0.350, NS
(35, 17), 1082.663185, 483.2355023, 494334.1437, 0.990, NS
(36, 20), 1190.808945, 440.2260168, 570753.7841, 0.910, NS
(21, 8), 828.5634251, 373.8353333, 435803.4315, 0.090, NS
(27, 23), 1192.312954, 486.01846, 596761.7898, 0.440, NS
(15, 25), 1130.826405, 588.5170901, 575127.7873, 0.310, NS
(10, 35), 1285.423506, 613.6504504, 655712.5855, 0.330, NS
(5, 5), 859.2086954, 651.075794, 426821.1502, 0.560, NS
(24, 8), 1163.643393, 633.4594915, 587983.4307, 0.350, NS
(6, 16), 877.7894336, 633.0251475, 449822.8021, 0.130, NS
(36, 37), 678.700927, 636.2209488, 343479.0833, 0.380, NS
(1, 11), 982.5935661, 512.7784462, 490634.8251, 0.620, NS
(33, 16), 1163.444407, 472.3202013, 548177.2630, 0.950, NS
(37, 15), 770.7342382, 475.9588528, 388420.2380, 0.350, NS
(6, 2), 992.3883975, 494.9382786, 497815.5949, 0.440, NS
(34, 3), 1046.866325, 632.069645, 540373.8594, 0.140, NS
(11, 21), 1198.177873, 551.6002341, 597507.4025, 0.510, NS
(16, 36), 1054.062679, 601.5398395, 517446.6744, 0.730, NS
(27, 27), 894.3517385, 675.9040035, 432561.0602, 0.890, NS
(18, 32), 1047.562342, 397.64897, 518766.6501, 0.700, NS
(3, 28), 1246.572799, 486.4782011, 637308.1891, 0.230, NS
(5, 18), 1227.705907, 604.064586, 608590.1424, 0.460, NS
(36, 28), 1041.54232, 614.4954399, 531747.2780, 0.260, NS
(19, 30), 1099.279808, 336.8564414, 545636.5497, 0.650, NS
(22, 8), 1193.340437, 361.0633396, 617889.0606, 0.180, NS
(8, 34), 939.3609163, 457.0176034, 469973.7432, 0.570, NS
(15, 9), 1493.938771, 507.3607299, 750054.9057, 0.460, NS
(31, 14), 712.2682624, 515.5977113, 361642.5213, 0.310, NS
(33, 4), 1061.721224, 293.1325458, 498775.2799, 0.960, NS
(21, 35), 1145.386371, 392.3779199, 554310.8164, 0.840, NS
(26, 15), 700.2446949, 417.1059731, 328896.1609, 0.950, NS
(33, 14), 820.6067837, 702.7405058, 421923.9258, 0.240, NS
(27, 8), 1055.523939, 499.6311592, 511239.0682, 0.900, NS
(25, 10), 1034.991567, 529.0116716, 472314.6739, 1.000, NS
(15, 29), 1190.726235, 491.7683181, 598109.4653, 0.400, NS
(36, 32), 1220.14747, 403.4730556, 617729.5204, 0.330, NS
(8, 25), 1033.665955, 575.4307441, 517433.9741, 0.430, NS
(9, 1), 995.4857297, 518.2853576, 500984.7439, 0.420, NS
(22, 13), 1047.521647, 480.5045264, 545950.9283, 0.080, NS
(33, 20), 1058.458303, 649.987837, 535578.4624, 0.390, NS
(33, 29), 837.8610921, 405.5228144, 404163.2520, 0.850, NS
(20, 25), 902.0861255, 526.7111583, 441028.6543, 0.690, NS
(23, 26), 543.4340208, 371.992252, 268969.6797, 0.580, NS
(7, 4), 1166.524632, 410.4992411, 614955.5457, 0.010, HH
(35, 32), 785.1822713, 445.6602928, 370654.1633, 0.930, NS
(15, 7), 1179.157873, 384.9516098, 613897.8048, 0.070, NS
(14, 16), 1043.631851, 616.5561364, 507778.1630, 0.890, NS
(21, 4), 1516.381809, 549.2283883, 774616.1644, 0.330, NS
(1, 19), 1036.656468, 576.3875976, 501645.8532, 0.760, NS
(2, 3), 1068.851966, 577.4183166, 526941.1427, 0.620, NS
(19, 21), 795.9559033, 561.3890518, 394171.6502, 0.690, NS
(11, 4), 1108.34325, 609.2210508, 589145.9936, 0.030, HH
(27, 31), 836.6145329, 481.0689176, 441863.9577, 0.000, NS
(4, 3), 813.5992747, 530.5498415, 416765.6665, 0.280, NS
(13, 7), 567.0225759, 523.0253448, 285498.1382, 0.390, NS
(20, 32), 1049.997389, 519.2174129, 516904.6376, 0.760, NS
(34, 34), 1290.702553, 480.7439919, 678105.7081, 0.040, HH
(30, 26), 906.8522138, 423.4194125, 445966.7440, 0.720, NS
(35, 9), 1263.283218, 457.0014393, 623895.8529, 0.670, NS
(33, 11), 968.9615635, 469.7220405, 469959.8918, 0.810, NS
(35, 8), 615.9213533, 462.8880061, 315712.6570, 0.300, NS
(19, 34), 962.1874913, 576.0994788, 496914.4035, 0.150, NS
(8, 36), 1205.227842, 521.1242003, 626886.1914, 0.150, NS
(20, 22), 533.6431391, 477.243011, 268000.9198, 0.560, NS
(28, 33), 871.7544033, 615.1016519, 457948.4418, 0.000, NS
(10, 27), 984.1871861, 553.4984414, 490183.9315, 0.440, NS
(8, 35), 727.9791435, 472.8325862, 369696.8000, 0.350, NS
(9, 12), 1322.647003, 574.3493583, 630957.7918, 0.960, NS
(12, 20), 985.7693826, 678.7812099, 495512.0930, 0.390, NS
(17, 26), 1061.144657, 479.9139699, 531400.7568, 0.490, NS
(13, 12), 1185.393903, 476.5162687, 597838.6433, 0.410, NS
